Feature,Mean_Healthy,SD_Healthy,N_Healthy,Mean_Sick,SD_Sick,N_Sick,Mean_Treated,SD_Treated,N_Treated,p_ANOVA,p_Healthy_vs_Sick,p_Sick_vs_Treated,InjuryChange,TreatmentEffect,FinalEffect,EffectSize_Benefit,EffectSize_Harm
Mean phase at peak - tail - tail 3 std,7.12137233380694,4.01559167326662,20,5.15138510595307,3.48600416035156,20,6.34005120418304,3.5310330920877,20,0.243309314818203,0.289251810988709,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - rforelimb - shoulder (°),-142.674073227687,5.29455235395606,20,-142.829085327028,3.58531661684512,20,-143.900922012099,3.14233179369242,20,0.59288756224299,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - rforelimb - shoulder std,3.74082638144642,2.49111780908292,20,3.63795678189497,2.15041193595274,20,2.81716305178446,1.28997098120435,20,0.299775916880435,1,0.473431922319844,0,0,No effect,NaN,NaN
Mean phase at touchdown - rforelimb - elbow (°),-93.2107646499022,10.4105167360753,20,-92.8915787841316,6.88235630216539,20,-96.8210452319057,6.11588047083653,20,0.236362673337591,1,0.480702282526683,0,0,No effect,NaN,NaN
Mean phase at touchdown - rforelimb - elbow std,7.66278715663513,5.2999409730436,20,6.32247646271395,2.50572944528161,20,4.72720815926965,2.50029120504488,20,0.0486035905534794,0.762564205123064,0.0433702166688225,0,1,No effect,NaN,NaN
Mean phase at touchdown - rforelimb - wrist (°),-80.161981731441,19.2322121367879,20,-108.132758343205,13.6544860528302,20,-100.212860923155,14.4717882626462,20,2.54367347749406e-06,2.44628181141231e-06,0.000613838103941672,1,1,Restoration,7.91989742005006,NaN
Mean phase at touchdown - rforelimb - wrist std,19.3235286005615,9.15505242563404,20,10.3332838038933,5.70488005874714,20,11.6027739946975,5.29239915595599,20,0.000213455618322271,0.000399994808095511,0.00257228436425929,1,1,Restoration,1.26949019080415,NaN
Mean phase at touchdown - rhindlimb - hip (°),-51.5430858193176,4.10424619468537,20,-50.70296763641,3.15300983944197,20,-49.7594825131475,2.29634655715616,20,0.233994699535997,1,0.269641391649957,0,0,No effect,NaN,NaN
Mean phase at touchdown - rhindlimb - hip std,4.03301959306424,3.19077628774211,20,2.0609469181382,1.01910549341134,20,1.95370590037089,0.924703289577722,20,0.00222655245279451,0.00879846906457733,0.00536031988844248,1,1,Worsening,NaN,0.107241017767306
Mean phase at touchdown - rhindlimb - knee (°),-140.703377594498,3.87893430488504,20,-140.29581021244,2.62392535052807,20,-139.646822876857,2.13975547139626,20,0.529672357964682,1,0.797225217700424,0,0,No effect,NaN,NaN
Mean phase at touchdown - rhindlimb - knee std,3.20449584409152,2.671179840022,20,1.53528308488417,0.757525355570712,20,1.79396625270599,0.773806620274073,20,0.00497358735982129,0.00731647508616227,0.0287940887504598,1,1,Restoration,0.258683167821812,NaN
Mean phase at touchdown - rhindlimb - ankle (°),-26.0609459847721,5.17525029518118,20,-28.1201106684909,3.10145649864495,20,-25.756011029902,3.25727589671222,20,0.130542959122314,0.316467103997361,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - rhindlimb - ankle std,4.58723870324577,2.63738807068453,20,2.33430766014626,1.38932932226129,20,2.36245213080647,1.42223452225137,20,0.000347008262579779,0.00130292105358264,0.00151122317788181,1,1,Restoration,0.0281444706602092,NaN
Mean phase at touchdown - rhindlimb - lHindpaw (°),0.614860035782978,2.42545190403078,20,2.85324223865872,2.85590702814948,20,1.36261110005837,2.00746764942624,20,0.018035069744239,0.0165852703613719,1,1,0,No effect,NaN,NaN
Mean phase at touchdown - rhindlimb - lHindpaw std,2.46332857419983,1.53757727651988,20,2.36846406748684,1.20083299273071,20,2.70356239637357,0.878878725209896,20,0.678209035628654,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - head (°),137.062495754508,3.71069257056742,20,140.657275065258,4.62754835558198,20,138.867891414367,2.99354294304894,20,0.0168421043702296,0.0132999467751732,0.426543032164748,1,0,No effect,NaN,NaN
Mean phase at touchdown - spine - head std,3.32124603151603,2.23788458523008,20,3.75731400426332,1.96455334644094,20,3.41388048811874,1.73463102124406,20,0.766894410385855,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 1 (°),163.845669148647,2.83635273137419,20,164.679172189442,4.47352979634468,20,162.481622520495,4.00316680404302,20,0.196364947215354,1,0.795575285736317,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 1 std,2.82152885858783,1.50283278117426,20,2.36117461675558,1.22354157325277,20,2.9546866237148,1.23284973086961,20,0.33883478312811,0.830727741164192,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 2 (°),169.363609193566,1.69057315975684,20,168.98694796516,3.52607083744869,20,168.921876394277,1.81704925146273,20,0.832816483444485,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 2 std,2.32473966137615,0.978807267818695,20,2.14267991141445,1.41262238688391,20,1.77813709873799,0.931007201753124,20,0.303788978974562,1,0.393364854522449,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 3 (°),-160.604154608708,3.79975837546607,20,-160.997018840435,4.27089971090561,20,-160.144422740282,4.24872945834479,20,0.806890756430734,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 3 std,4.77274035839691,1.55175395919326,20,4.49583241732986,1.9835815396621,20,3.33102243352901,1.66049848052037,20,0.026794746493049,1,0.0339492536031825,0,1,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 4 (°),-147.537863059116,3.51041180407302,20,-146.706191634896,3.93701521026067,20,-144.409372881315,4.59710889983707,20,0.047406616982145,1,0.0522694754745014,0,0,No effect,NaN,NaN
Mean phase at touchdown - spine - spine 4 std,4.32155636943863,1.76034849253532,20,3.32579026113702,1.59290892755912,20,2.92083192775934,1.50201815216717,20,0.0247397220146064,0.171472757594134,0.0251690522071722,0,1,No effect,NaN,NaN
Mean phase at touchdown - tail - base (°),138.24864053075,108.053838785499,20,102.769070023343,143.749352005473,20,34.0862960189386,176.145241159316,20,0.0789600933738049,1,0.081716465795789,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - base std,3.61640669926599,2.41905124150805,20,3.22145798997382,1.90811763827313,20,3.66573674735975,2.30300930631394,20,0.787057972637243,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 1 (°),103.080137105095,144.193361048167,20,68.0308897106258,165.230933812604,20,16.949756489636,179.291984476644,20,0.254258200366362,1,0.303946096946548,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 1 std,3.48698090104332,1.66488054695882,20,3.37854436231821,1.62085372573308,20,4.02012938490637,1.88919020257549,20,0.459167429030361,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 2 (°),-137.083248942546,107.796397071383,20,-152.50231006876,76.5556180415181,20,-133.125451980856,105.425918592233,20,0.803259939142879,1,1,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 2 std,5.37974991514973,2.55526149151874,20,4.11406450944508,2.53556245407746,20,4.39485076974429,2.29171013390031,20,0.241783433261815,0.329342828677079,0.63398157639223,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 3 (°),-164.897783764935,6.07367361968356,20,-144.943864381103,74.157972391166,20,-125.612934223855,97.0671461641965,20,0.22153708583075,1,0.251670012117931,0,0,No effect,NaN,NaN
Mean phase at touchdown - tail - tail 3 std,6.97363150534671,3.93802090787127,20,5.6017818556159,3.47119488547615,20,5.92399126154284,3.1943179545016,20,0.446576241078631,0.679340723172639,1,0,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - shoulder (°),-2.03659889684907,0.0557609380955779,20,-1.99231080232857,0.0452999349647285,20,-2.03896305705939,0.0426400663534447,20,0.0045499831968395,0.0157190126230859,1,1,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - shoulder std,0.0427237444437835,0.0189776116178085,20,0.0485418561097517,0.0308287170049354,20,0.0386265085980162,0.0193188066960089,20,0.418458121486471,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - elbow (°),-0.654662093431921,0.0754580432020083,20,-0.621529251270933,0.0845688560722922,20,-0.643727839980849,0.052341540349017,20,0.340731821594331,0.454582544710228,1,0,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - elbow std,0.0627765736570792,0.0376504550748157,20,0.0602828166289884,0.039345629528387,20,0.0483418385855526,0.0255757567338939,20,0.379075293869892,1,0.582225252810735,0,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - wrist (°),-0.711515478290091,0.125400672844221,20,-0.652221274481322,0.136913077112694,20,-0.718740772628459,0.139475223498829,20,0.235748629630274,0.502083701979111,1,0,0,No effect,NaN,NaN
Mean phase during stance - rforelimb - wrist std,0.109638251981909,0.0521706998630475,20,0.108411086129741,0.0470409573492905,20,0.113378683917292,0.0716564773619505,20,0.960914860813497,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - hip (°),-1.45275830562826,0.0627797169966952,20,-1.45238218045767,0.059459690788264,20,-1.4318947566489,0.0548120094334605,20,0.447334321784959,1,0.807049200915815,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - hip std,0.0566617934925668,0.0446821372962604,20,0.0477195653544051,0.0262399926180118,20,0.0514653139082809,0.0282037507165876,20,0.707836241781701,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - knee (°),-2.73930401799963,0.626472440332884,20,-2.98131109539957,0.0569910985622163,20,-2.95695038756208,0.116751457300091,20,0.0828759394512193,0.128466256547509,0.202754409017274,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - knee std,0.414552583920883,0.928989605736427,20,0.0302147306245473,0.0154156052758778,20,0.121893632576833,0.367971189953304,20,0.0979214562617348,0.118721172941526,0.342702407530157,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - ankle (°),-1.02675761073552,0.0982446694909663,20,-1.0545144725459,0.0887026636401237,20,-1.02075041893013,0.102254632469524,20,0.50286806723515,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - ankle std,0.0873781692274873,0.0521487802705594,20,0.0693846045859296,0.0339137930993468,20,0.0800322287170605,0.0399828786569997,20,0.413029728862923,0.563738617135861,1,0,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - lHindpaw (°),-0.437267129510534,0.0745837611460056,20,-0.362417350422907,0.0777508866502327,20,-0.386939894296453,0.0988848113399976,20,0.0219783957998639,0.0207000893289361,0.193618364257945,1,0,No effect,NaN,NaN
Mean phase during stance - rhindlimb - lHindpaw std,0.061086190225441,0.0422262598974767,20,0.0400077121328382,0.020973371223851,20,0.0499415701147317,0.0244384450606494,20,0.103034935502568,0.101614094783848,0.765519880431324,0,0,No effect,NaN,NaN
Mean phase during stance - spine - head (°),2.40425487182961,0.0648628645817505,20,2.4582815882617,0.0650198582894775,20,2.4311768041555,0.0439330869264924,20,0.0194673806849462,0.0155873892187422,0.458963337739466,1,0,No effect,NaN,NaN
Mean phase during stance - spine - head std,0.0483532524247254,0.0321184108683873,20,0.0581346523618722,0.0321651089135618,20,0.0492932148319793,0.0331336935200035,20,0.578707614748668,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 1 (°),2.88662121567598,0.0464773348511071,20,2.89898353569117,0.0691853662776037,20,2.87104034947489,0.0554708001728158,20,0.316604647778181,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 1 std,0.0536605213984001,0.0268425804726008,20,0.0401718355190144,0.0284565701206188,20,0.041622091716924,0.0227043961067543,20,0.20923137571166,0.323674474666781,0.451145366794007,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 2 (°),2.96547075130159,0.0268743078620771,20,2.95502149115951,0.0493969623791132,20,2.94888030897113,0.0303638807123398,20,0.362298111705086,1,0.481532140372632,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 2 std,0.0329340798845653,0.0143617812034964,20,0.0302261489660736,0.0180384095213308,20,0.0243597973733872,0.010735473899808,20,0.177578805044831,1,0.21005573533032,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 3 (°),-2.84372628839458,0.0732322517502959,20,-2.86314494828866,0.0777527573973012,20,-2.84824482190268,0.0722940665316251,20,0.690729476366743,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 3 std,0.0823210182003453,0.0410307202136619,20,0.0862184365514679,0.0348951000133596,20,0.0671240166897111,0.0275928963151997,20,0.197789361908283,1,0.523174674371341,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 4 (°),-2.60810533309137,0.0681004214474641,20,-2.59798069725476,0.0653611915526709,20,-2.56451932088179,0.0726816891046557,20,0.120157714667563,1,0.149518367061514,0,0,No effect,NaN,NaN
Mean phase during stance - spine - spine 4 std,0.0688473076067595,0.0354823208600064,20,0.0606176461744633,0.0263883304732832,20,0.050638999559425,0.02014069627159,20,0.130261964849327,1,0.134167803069605,0,0,No effect,NaN,NaN
Mean phase during stance - tail - base (°),2.1501269166458,1.67423701802292,20,1.53002850130954,1.92313084936259,20,0.85261777922625,2.34234348301238,20,0.130867733576465,0.992289543747392,0.134149455022973,0,0,No effect,NaN,NaN
Mean phase during stance - tail - base std,0.719107213731689,1.19428667187857,20,1.17179860668394,1.41969639209994,20,1.1857750148941,1.43003037827351,20,0.467422774047461,0.882843111978953,0.839319185405188,0,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 1 (°),1.2808993085187,2.14477423230048,20,0.9120305295853,2.05780751035754,20,0.248119814803566,2.50325168436074,20,0.343673317168308,1,0.452898574477162,0,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 1 std,1.16130751220257,1.39826679870047,20,1.57289327815538,1.44305316064525,20,1.1781192753327,1.42820135833976,20,0.58820498297344,1,1,0,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 2 (°),-1.72046193492819,1.78357159521519,20,-2.59053219485732,1.36237682158266,20,-2.25044587890479,1.62902904010794,20,0.231826775566409,0.273452170974612,0.898930678827211,0,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 2 std,1.11800351958095,1.34131948151931,20,0.184104893616157,0.56587353717169,20,0.443863046031803,0.949323149134144,20,0.0138749044970228,0.014076699400006,0.113920420698565,1,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 3 (°),-2.13081939749073,0.852220327411506,20,-2.57493123628423,0.502544498606331,20,-2.02199133299802,1.70138553109328,20,0.272801181473791,0.66464604964597,1,0,0,No effect,NaN,NaN
Mean phase during stance - tail - tail 3 std,1.11855752012272,1.27216420485039,20,0.456769684726188,0.913338591726607,20,0.333115059392468,0.709791082829686,20,0.0331152987107986,0.118282855794306,0.0457262590367403,0,1,No effect,NaN,NaN
Mean phase during swing - rforelimb - shoulder (°),-2.28523788420019,0.0755837683381095,20,-2.26320670419831,0.0721841428368877,20,-2.32893022914656,0.0660082728244552,20,0.0168006521343237,0.999303763563446,0.173511838160392,0,0,No effect,NaN,NaN
Mean phase during swing - rforelimb - shoulder std,0.0822741607278628,0.0423381970664544,20,0.0821795532015575,0.0406476472183506,20,0.0557906383465611,0.0210507907589654,20,0.0338492772095695,1,0.0707319463900974,0,0,No effect,NaN,NaN
Mean phase during swing - rforelimb - elbow (°),-1.19647118180725,0.109879502047421,20,-1.20254313811686,0.110266605606301,20,-1.26805554872458,0.0822512777866525,20,0.0551753338375287,1,0.0897445510700932,0,0,No effect,NaN,NaN
Mean phase during swing - rforelimb - elbow std,0.111250039626838,0.0504974417501989,20,0.0943345051399952,0.0516780054045105,20,0.0750604638320958,0.0377424647503585,20,0.0598056614304914,0.781423869171978,0.0545935527815128,0,0,No effect,NaN,NaN
Mean phase during swing - rforelimb - wrist (°),-0.318526091514272,0.0528283482461966,20,-0.396162539022379,0.0625011315900596,20,-0.431772905896067,0.0640811879777187,20,5.9669640513053e-07,0.000409550823682336,4.87519453628101e-07,1,1,Worsening,NaN,0.0356103668736881
Mean phase during swing - rforelimb - wrist std,0.0558856557913589,0.0312940996067707,20,0.0562902056698005,0.031322483722559,20,0.0532952544222027,0.025421545112596,20,0.941090389091897,1,1,0,0,No effect,NaN,NaN
Mean phase during swing - rhindlimb - hip (°),-1.41828615520023,0.0515742815107137,20,-1.38599244849035,0.0601904048035485,20,-1.34497013834246,0.0874904209247243,20,0.00504339376177832,0.418748428682361,0.00369274005177409,0,1,No effect,NaN,NaN
Mean phase during swing - rhindlimb - hip std,0.0775070165575761,0.0369845148451894,20,0.0497968042928441,0.0232290360180757,20,0.0658424816794893,0.0327597911636987,20,0.0259369296113748,0.0220561993455379,0.740329066336523,1,0,No effect,NaN,NaN
Mean phase during swing - rhindlimb - knee (°),-2.78358517005282,0.511520478390779,20,-2.95546968943217,0.0578721470154853,20,-2.93041034702422,0.0651909900528071,20,0.155788509408892,0.224669645590705,0.380158475030421,0,0,No effect,NaN,NaN
Mean phase during swing - rhindlimb - knee std,0.32937581089116,0.82909363034907,20,0.0336050040041877,0.0163753283896263,20,0.0541931817390507,0.0236017923211673,20,0.101917377132365,0.167288795943348,0.223499228857136,0,0,No effect,NaN,NaN
Mean phase during swing - rhindlimb - ankle (°),-0.928165949287841,0.0991258886457566,20,-0.921390706631882,0.0579084264641923,20,-0.870880932338159,0.0886471291513966,20,0.0695485145678965,1,0.104191776745023,0,0,No effect,NaN,NaN
Mean phase during swing - rhindlimb - ankle std,0.105850855206449,0.0342319353362087,20,0.0571269264359687,0.0286754767203907,20,0.068537867077972,0.0358219236271972,20,4.83615138618941e-05,5.79953562698138e-05,0.00219962519531449,1,1,Restoration,0.0114109406420034,NaN
Mean phase during swing - rhindlimb - lHindpaw (°),-0.591364351065498,0.0748870256916575,20,-0.497279201811278,0.0669735158721233,20,-0.467479378502779,0.0925868814706803,20,1.65222332255623e-05,0.00116221055267038,1.96199548113846e-05,1,1,Worsening,NaN,0.0297998233084988
Mean phase during swing - rhindlimb - lHindpaw std,0.0893147477556536,0.0328913277073643,20,0.0484064238410703,0.0253215740133134,20,0.0685631778518041,0.0290424905068053,20,0.00022278675497363,0.000133133214758936,0.0862837059244748,1,0,No effect,NaN,NaN
Mean phase during swing - spine - head (°),2.39889041027705,0.0609316390427956,20,2.45954851512411,0.0675796597488758,20,2.42983744015805,0.0479641888785991,20,0.0083047763962857,0.00617042155768197,0.314623689070496,1,0,No effect,NaN,NaN
Mean phase during swing - spine - head std,0.0546699796197974,0.0340607642229995,20,0.0620821354154321,0.032412219416236,20,0.0532873703265663,0.0335980580307553,20,0.670959543359248,1,1,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 1 (°),2.88592354889631,0.0440158886749528,20,2.8959228140381,0.063118624426803,20,2.87082383728078,0.0589799062815328,20,0.367403426981334,1,1,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 1 std,0.0535170501050803,0.0246217383040387,20,0.0413700472876881,0.0280841329289127,20,0.0442347624379516,0.0231302037881272,20,0.29325782996009,0.406309615334449,0.755942428891125,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 2 (°),2.95279970937531,0.0208626090402542,20,2.94519012515468,0.0510904486787523,20,2.94029007306462,0.0261460349232697,20,0.531394211153302,1,0.799665682999755,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 2 std,0.0293660356523465,0.0153222509516909,20,0.0270165664997689,0.0185027690313557,20,0.0209991707923715,0.013451691405112,20,0.237623188816248,1,0.304538792300195,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 3 (°),-2.8537507653734,0.0691758312576142,20,-2.6871707387842,0.556678226663299,20,-2.86443010748594,0.0844883231606992,20,0.16778262147307,0.339851245030055,1,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 3 std,0.0799311427967326,0.0368800614279753,20,0.348401687854048,0.828769279714283,20,0.0609641764960254,0.0295525192588629,20,0.114664636952226,0.245515888343256,1,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 4 (°),-2.61818618566633,0.057919675337283,20,-2.61554310924953,0.0686268157233945,20,-2.58337687755635,0.0798994645185652,20,0.219058465708698,1,0.354703643421304,0,0,No effect,NaN,NaN
Mean phase during swing - spine - spine 4 std,0.0631461756269458,0.0335244985749865,20,0.0598347387498266,0.0274942712407999,20,0.0441126745175092,0.0223688448137213,20,0.0825614528087791,1,0.110745170405128,0,0,No effect,NaN,NaN
Mean phase during swing - tail - base (°),2.32669669079256,1.51457375448386,20,1.93792882734829,1.72886950486732,20,0.884179416487501,2.31441687458264,20,0.0507868938730774,1,0.0558787571939434,0,0,No effect,NaN,NaN
Mean phase during swing - tail - base std,0.59966063735976,1.13584971448699,20,0.894439759405001,1.34377295543219,20,1.19180546874793,1.4437187428812,20,0.368743845937318,1,0.478829247703311,0,0,No effect,NaN,NaN
Mean phase during swing - tail - tail 1 (°),1.74879451744254,2.05745414253161,20,1.27239129762879,2.14229175698326,20,-0.298931239886396,2.48804402572088,20,0.0141954779702022,1,0.016112070306758,0,1,No effect,NaN,NaN
Mean phase during swing - tail - tail 1 std,0.770013520870617,1.27149576916566,20,1.17253455418985,1.42629328050518,20,1.25300947501719,1.37149944764701,20,0.488122788746693,1,0.796207586419116,0,0,No effect,NaN,NaN
Mean phase during swing - tail - tail 2 (°),-1.6516580415515,1.72325378315751,20,-2.1619783045662,1.59793135723864,20,-2.03892019017242,1.64567732679615,20,0.599085502242856,1,1,0,0,No effect,NaN,NaN
Mean phase during swing - tail - tail 2 std,1.25822445323959,1.36988625753219,20,0.633786739975342,1.17443806508804,20,0.726543939454744,1.19149834954472,20,0.241486579776012,0.357733055697292,0.550151700161323,0,0,No effect,NaN,NaN
Mean phase during swing - tail - tail 3 (°),-2.22040803148335,0.84450873229248,20,-2.38071160886889,1.11929770976311,20,-2.11933380003802,1.68117471151441,20,0.805196321998357,1,1,0,0,No effect,NaN,NaN
Mean phase during swing - tail - tail 3 std,0.987763543005931,1.2639796116345,20,0.482240191868457,0.997602909321024,20,0.280741539525439,0.570524194850132,20,0.0739083642052151,0.331732170594222,0.0816313491275442,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - shoulder (rad/s),3.78253405714349,2.83345823721848,20,4.48558569130883,3.16772293023482,20,2.88911661162976,2.12992038524645,20,0.191872443205454,1,0.922982360474881,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - shoulder std,2.11094714944862,1.22890213542514,20,2.95939602009761,2.29278604620747,20,1.55378716230327,1.04673150061775,20,0.0276656644423926,0.308863012847713,0.843110239650891,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - elbow (rad/s),11.8331271928313,7.0158744379939,20,18.2617926609576,8.51891337729728,20,14.503398371841,8.57155890449183,20,0.0479645291330513,0.0437047337602618,0.899033597345427,1,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - elbow std,8.50033411643335,4.66425830670162,20,7.33921021555031,4.42162202237308,20,6.46058354306976,3.270639527814,20,0.306395574268734,1,0.380565901231813,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - wrist (rad/s),-25.1689788744235,17.0220143256881,20,-15.2517916314788,18.0760511964387,20,-18.7867678102752,16.5350886858601,20,0.191213067974467,0.221632217098526,0.738432997927548,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rforelimb - wrist std,15.6840203432084,10.2693617131582,20,16.6802396623664,12.9044817989421,20,14.1452031750471,8.00950512974065,20,0.748504525058576,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - hip (rad/s),-7.17510723236139,2.07844157330464,20,-8.33869915442424,1.98862931099856,20,-7.32707959545653,1.86415428236873,20,0.139029622523588,0.204447257957681,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - hip std,2.97659855989247,1.50449392750075,20,1.46309548480292,1.23214868095813,20,1.71471617545853,0.907070560123025,20,0.000556803187179464,0.000865806065508154,0.00633638503706545,1,1,Restoration,0.25162069065561,NaN
Mean phase velocity at stance - rhindlimb - knee (rad/s),-6.1362763429915,2.42010481491381,20,-6.57269637320505,1.72811625059302,20,-5.35391967333999,2.0857426571386,20,0.185735659071097,1,0.729021240354568,0,0,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - knee std,2.42683117892003,1.07821892532587,20,1.93879466882985,1.13601413254242,20,1.4233018746439,0.900612224078037,20,0.0137135798798691,0.433509317400189,0.0106380600071346,0,1,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - ankle (rad/s),-8.57216594124807,2.71976336567492,20,-8.18468997132615,2.62421383923447,20,-6.49303393936094,1.53581656782514,20,0.0166067185316909,1,0.0213806971859169,0,1,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - ankle std,2.72029588329371,1.2773843714018,20,1.66036656193722,1.05602983836606,20,2.09458700002693,1.52234774951957,20,0.0416056761927115,0.0374735807909071,0.399950744319851,1,0,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - lHindpaw (rad/s),-0.196222434260058,3.48466863085394,20,2.16700293035323,1.74306702200761,20,1.54714079729552,2.44193681143978,20,0.0188630534458793,0.0200596779866337,0.127073845915901,1,0,No effect,NaN,NaN
Mean phase velocity at stance - rhindlimb - lHindpaw std,3.29166230194483,1.5497467114334,20,2.71286876152719,1.79473672453603,20,2.73270449743472,1.56700812497724,20,0.453453997075111,0.808100300508648,0.857842430771468,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - head (rad/s),-0.19741916911063,0.68933493945206,20,-0.266101824541355,0.810238241784971,20,-0.286709825352369,0.55402391133666,20,0.913001679782563,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - head std,0.623733562260495,0.310819425981071,20,0.579860785746112,0.279121270951281,20,0.819500042512085,0.362006664574499,20,0.0483314486216326,1,0.17209136742059,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 1 (rad/s),0.201500911254949,0.593838461409372,20,0.605316345690226,1.15533127525057,20,0.520543872962321,0.82075720270995,20,0.323190864125266,0.466500332213474,0.780579937441113,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 1 std,0.969504971687712,0.610493754321992,20,0.657924334331474,0.417428674066081,20,0.838837126528386,0.538099623835198,20,0.181956437895011,0.201593859151082,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 2 (rad/s),0.103484944026005,0.595446322264078,20,0.275447329199843,0.743540232667144,20,-0.230201409221998,0.743937741385872,20,0.0747800359386718,1,0.408058878781491,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 2 std,0.903100567342097,0.431204167822463,20,0.722045762947569,0.390717137199861,20,0.881296396259178,0.358993541179278,20,0.293138227820899,0.457271077637851,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 3 (rad/s),-0.968164716929477,1.07502204715719,20,-1.56564247205663,0.945810424873063,20,-1.23596188068246,0.466160379186623,20,0.102641436340976,0.101799341650793,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 3 std,1.03934639674078,0.486181959350903,20,0.815188915566151,0.351198803961167,20,0.716389146084902,0.436920881316812,20,0.058542470567315,0.3105135285452,0.0614531247557529,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 4 (rad/s),-0.419678786101754,0.98752213172283,20,-0.751347118601363,0.843490586131867,20,-0.672425188433056,0.574970199752422,20,0.415132515010162,0.618200623985214,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - spine - spine 4 std,0.939871056738313,0.640059463488086,20,0.87476538313773,0.48576130720259,20,1.05044344570498,0.578998038543682,20,0.619733966156734,1,1,0,0,No effect,NaN,NaN
