Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean angle at stance - rforelimb - shoulder std,4.932841750127831,2.547698196120975,2.799716867918157,2.099651807142965,10,10,0.34617339665624425,n.s.,Levene,Mean angle at stance - rforelimb - shoulder std,1.5182048829608847,0.686630528189372,towards_healthy
Mean angle at stance - rforelimb - wrist (°),148.5193741249274,4.486572253714861,149.52159338728276,11.530464764928114,10,10,0.6755244805744037,n.s.,Circular,Mean angle at stance - rforelimb - wrist (°),0.6074819330165724,0.07751418653926073,towards_healthy
Mean angle at stance - rforelimb - wrist std,7.296623633164589,4.489638839372619,7.81568950330239,4.963185285721412,10,10,0.9294472626000595,n.s.,Levene,Mean angle at stance - rforelimb - wrist std,0.3707286978841333,0.058240655156593685,towards_healthy
Mean angle at stance - rhindlimb - ankle (°),65.40169190714548,3.383119008271629,65.65241536466212,2.9347061886301438,10,10,0.842912694783447,n.s.,Circular,Mean angle at stance - rhindlimb - ankle (°),0.9604078241010114,0.2816906452373033,towards_healthy
Mean angle at stance - rhindlimb - ankle std,3.568249376824503,2.0622538803515296,2.2226962849092544,0.5501039033899231,10,10,0.000146098670424675,***,Levene,Mean angle at stance - rhindlimb - ankle std,0.10452016944108156,0.03628340779376922,towards_healthy
Mean angle at stance - rhindlimb - hip (°),126.9097035528365,2.691847127488408,125.87075797081789,2.6351322553941467,10,10,0.39178347049555096,n.s.,Circular,Mean angle at stance - rhindlimb - hip (°),2.0523202719191715,0.7411828951656116,towards_healthy
Mean angle at stance - rhindlimb - hip std,3.187522529546908,1.8664962717812104,2.8991196742085963,1.4167165008935478,10,10,0.2561079360900023,n.s.,Levene,Mean angle at stance - rhindlimb - hip std,0.850329358233056,0.5427244247925213,towards_healthy
Mean angle at stance - rhindlimb - knee (°),91.50842379866558,2.440101727083731,92.49378852246011,1.635307078280262,10,10,0.30486460800477566,n.s.,Circular,Mean angle at stance - rhindlimb - knee (°),0.2900004688054736,0.1369354397979077,towards_healthy
Mean angle at stance - rhindlimb - knee std,2.195373177525295,0.8665869432397237,1.5587009920655444,0.6598275745035456,10,10,0.3541549491936006,n.s.,Levene,Mean angle at stance - rhindlimb - knee std,0.12418368724489914,0.12079560700341307,towards_healthy
Mean angle at stance - rhindlimb - lHindfingers (°),175.9090227765656,0.9505900752933052,174.3750873933841,1.3022445809811423,10,10,0.008111133967493104,**,Circular,Mean angle at stance - rhindlimb - lHindfingers (°),0.31569741930849204,0.27174263679606064,towards_healthy
Mean angle at stance - rhindlimb - lHindfingers std,1.498931202825194,0.76038391690437,0.995219322499145,0.5095683632183291,10,10,0.5422831927782428,n.s.,Levene,Mean angle at stance - rhindlimb - lHindfingers std,-0.07316479351186311,-0.10341996806969835,away_from_healthy
Mean angle at stance - rhindlimb - lHindpaw (°),151.89802815846267,3.524356626866859,151.25502589742106,1.9053318057088422,10,10,0.599740247454063,n.s.,Circular,Mean angle at stance - rhindlimb - lHindpaw (°),5.2770125582632375,1.4799124759138995,towards_healthy
Mean angle at stance - rhindlimb - lHindpaw std,5.029075633102673,2.2134808182623416,3.755537233194231,2.1876615263336294,10,10,0.9890824708306865,n.s.,Levene,Mean angle at stance - rhindlimb - lHindpaw std,-0.22983685875314563,-0.11279502142689343,away_from_healthy
Mean angle at stance - spine - base (°),33.57242964769294,4.255343954086725,35.3146125857869,3.5791087983192336,10,10,0.32480793117663276,n.s.,Circular,Mean angle at stance - spine - base (°),-3.526121727380051,-1.110128088463243,away_from_healthy
Mean angle at stance - spine - base std,4.818112162307956,2.36936392562094,3.8352044526847933,1.407524974138904,10,10,0.2550824316256117,n.s.,Levene,Mean angle at stance - spine - base std,-0.11570707429608484,-0.06255291121791777,away_from_healthy
Mean angle at stance - spine - head (°),42.74622504246475,3.0451005171502157,41.60774590433229,2.3954109736618143,10,10,0.3574059634835294,n.s.,Circular,Mean angle at stance - spine - head (°),0.5269786337311331,0.16049668661205402,towards_healthy
Mean angle at stance - spine - head std,3.472555085480716,1.7351668675838547,3.6995633239664967,1.9999029826345534,10,10,0.4184269859514991,n.s.,Levene,Mean angle at stance - spine - head std,-0.3213027223248943,-0.17299995286134828,away_from_healthy
Mean angle at stance - spine - spine 1 (°),152.83024227940678,3.6197927745955765,156.61844824138862,4.380893160165259,10,10,0.04632024197840794,*,Circular,Mean angle at stance - spine - spine 1 (°),-1.2026163026833956,-0.3652766977089065,away_from_healthy
Mean angle at stance - spine - spine 1 std,4.390140229106564,1.4981210090567416,4.33636035019381,1.8040872087698072,10,10,0.7846340247306134,n.s.,Levene,Mean angle at stance - spine - spine 1 std,0.45612871579224024,0.22477443044931064,towards_healthy
Mean angle at stance - spine - spine 2 (°),173.42871118516243,2.6013673653991427,173.01396667863446,4.188007800975366,10,10,0.651544822886949,n.s.,Circular,Mean angle at stance - spine - spine 2 (°),-0.43352432601642477,-0.14035853076271473,away_from_healthy
Mean angle at stance - spine - spine 2 std,3.069982345846187,1.4994701068855734,2.5518714385769887,0.9938128073100284,10,10,0.38462632052530676,n.s.,Levene,Mean angle at stance - spine - spine 2 std,-0.34174306391980114,-0.16981638565348237,away_from_healthy
Mean angle at stance - spine - spine 3 (°),149.27731574467404,3.3253631273019915,148.94521578025805,3.450620802369809,10,10,0.825182206216251,n.s.,Circular,Mean angle at stance - spine - spine 3 (°),-1.5292258725326064,-0.4039492437233295,away_from_healthy
Mean angle at stance - spine - spine 3 std,4.197110425281267,2.16329854180259,3.3579059629171395,1.652650618974559,10,10,0.18818303825136629,n.s.,Levene,Mean angle at stance - spine - spine 3 std,-0.4811346411940036,-0.29116558269287357,away_from_healthy
Mean angle at stance - spine - spine 4 (°),166.42615732203186,1.9015925531292088,164.0785088248564,2.5964601497265436,10,10,0.034017027441965074,*,Circular,Mean angle at stance - spine - spine 4 (°),-1.1745799933182752,-0.6861696618999122,away_from_healthy
Mean angle at stance - spine - spine 4 std,2.3328832751241224,1.2287857673957512,1.7873467393663893,0.9913321656300353,10,10,0.6435588284334102,n.s.,Levene,Mean angle at stance - spine - spine 4 std,0.17882502839472747,0.19469173091173628,towards_healthy
Mean angle at stance - tail - base (°),8.174332395791241,3.697897254990365,6.6146563292190095,2.3620821418629085,10,10,0.20359627504218747,n.s.,Circular,Mean angle at stance - tail - base (°),0.42213252901738585,0.12236625838568291,towards_healthy
Mean angle at stance - tail - base std,3.642631498441716,1.997106535360054,3.4223735136946574,2.9396264318588843,10,10,0.5981028507370636,n.s.,Levene,Mean angle at stance - tail - base std,0.7080875721550721,0.31975081218187,towards_healthy
Mean angle at stance - tail - tail 1 (°),173.93787408184266,2.2629787334829903,174.67252105932454,1.510901554317752,10,10,0.32061450624491256,n.s.,Circular,Mean angle at stance - tail - tail 1 (°),1.1506291251733956,0.7891396256405002,towards_healthy
Mean angle at stance - tail - tail 1 std,3.6781343253194585,4.1045101661848955,2.661699914550885,2.6172843290762753,10,10,0.7944895733852256,n.s.,Levene,Mean angle at stance - tail - tail 1 std,0.42981947814319876,0.44071829629844256,towards_healthy
Mean angle at stance - tail - tail 2 (°),163.635421061021,4.867106450860955,163.54274285354018,3.4599941885962706,10,10,0.9088413045971143,n.s.,Circular,Mean angle at stance - tail - tail 2 (°),-0.9192843985997001,-0.20960643311300758,away_from_healthy
Mean angle at stance - tail - tail 2 std,8.994993111164359,9.206871090867061,4.929453419762938,2.524355248487701,10,10,0.229577280109185,n.s.,Levene,Mean angle at stance - tail - tail 2 std,-0.02192471192850487,-0.005566842896952284,away_from_healthy
Mean angle at stance - tail - tail 3 (°),161.7637988536952,3.402230149910585,161.11873752116793,5.198328751467452,10,10,0.6052907149471365,n.s.,Circular,Mean angle at stance - tail - tail 3 (°),-3.138124591328733,-0.6263482903185578,away_from_healthy
Mean angle at stance - tail - tail 3 std,12.935947317622402,7.56959982977167,6.589986220739898,3.236659669813595,10,10,0.31286253868799396,n.s.,Levene,Mean angle at stance - tail - tail 3 std,0.44916693831098353,0.12785246082888188,towards_healthy
Mean angle at stance - tail - tail 4 (°),26.745773652225132,5.503472913173967,31.286238843213614,5.548619147638177,10,10,0.07278217111613827,n.s.,Circular,Mean angle at stance - tail - tail 4 (°),-5.399139451188347,-0.7722547199470664,away_from_healthy
Mean angle at stance - tail - tail 4 std,14.452267428258054,5.730951418821925,10.124456295604817,6.469432210379008,10,10,0.8505398751909313,n.s.,Levene,Mean angle at stance - tail - tail 4 std,-1.0039662630232495,-0.2675454450885443,away_from_healthy
Mean angle at swing - rforelimb - elbow (°),109.65929097618388,3.599902391137781,109.6050536280084,2.1208783534603124,10,10,0.8616841140303098,n.s.,Circular,Mean angle at swing - rforelimb - elbow (°),1.396445823085159,0.4799951444153977,towards_healthy
Mean angle at swing - rforelimb - elbow std,3.8238217866197326,1.454124432374958,3.5717133652831032,1.5051931660403335,10,10,0.8369394303238664,n.s.,Levene,Mean angle at swing - rforelimb - elbow std,0.12149565836103537,0.10389696310323265,towards_healthy
Mean angle at swing - rforelimb - lForepaw (°),167.44685736116298,3.7724873193923454,168.40845625319594,3.4203837065923484,10,10,0.5573224265697625,n.s.,Circular,Mean angle at swing - rforelimb - lForepaw (°),0.6846426283082394,0.17101649979489128,towards_healthy
Mean angle at swing - rforelimb - lForepaw std,3.8180300502282223,2.3696306619385843,4.104626700907793,1.1651552715960993,10,10,0.12446954754949327,n.s.,Levene,Mean angle at swing - rforelimb - lForepaw std,0.05132133147089135,0.013597599227359616,towards_healthy
Mean angle at swing - rforelimb - shoulder (°),66.66943158114672,5.652201071249744,69.56062796830636,5.003837448081005,10,10,0.24219352149095325,n.s.,Circular,Mean angle at swing - rforelimb - shoulder (°),2.292347233141939,0.641088825878356,towards_healthy
Mean angle at swing - rforelimb - shoulder std,9.74383193324223,3.8223245985029215,5.228909302452992,2.8003339734013433,10,10,0.3153206130798309,n.s.,Levene,Mean angle at swing - rforelimb - shoulder std,-1.9487745147444313,-0.5385828462949588,away_from_healthy
Mean angle at swing - rforelimb - wrist (°),147.92186606553304,6.31323742222125,150.57423593684587,4.9882392039131185,10,10,0.2770027357759546,n.s.,Circular,Mean angle at swing - rforelimb - wrist (°),0.25221390867002924,0.03914567164048043,towards_healthy
Mean angle at swing - rforelimb - wrist std,8.665039176662413,4.030921897411091,7.105686910113934,3.16689834514168,10,10,0.6242701243271028,n.s.,Levene,Mean angle at swing - rforelimb - wrist std,2.3416091580780387,0.8679551622061978,towards_healthy
Mean angle at swing - rhindlimb - ankle (°),94.02784942916745,3.9727432867948353,86.59568116443947,5.0247519033005545,10,10,0.0018776726443467335,**,Circular,Mean angle at swing - rhindlimb - ankle (°),-4.6901276913741015,-0.7133400102956938,away_from_healthy
Mean angle at swing - rhindlimb - ankle std,5.14613842575235,1.8517015865295234,4.393184014259419,2.7769539012385187,10,10,0.26302278660761225,n.s.,Levene,Mean angle at swing - rhindlimb - ankle std,0.03057459243026539,0.016939756818056147,towards_healthy
Mean angle at swing - rhindlimb - hip (°),77.00029503766656,4.599016451131105,77.55487628822497,3.3218488526032117,10,10,0.5824351494845508,n.s.,Circular,Mean angle at swing - rhindlimb - hip (°),-2.1826503856181745,-0.42765714990899056,away_from_healthy
Mean angle at swing - rhindlimb - hip std,6.079247099895097,1.806582824926378,4.111602990918566,1.8353812444638447,10,10,0.875847142355458,n.s.,Levene,Mean angle at swing - rhindlimb - hip std,-0.06349036153630738,-0.031733178990980514,away_from_healthy
Mean angle at swing - rhindlimb - knee (°),94.92171406717306,4.489611657540768,95.99737440051224,4.196731434929588,10,10,0.5847169063865383,n.s.,Circular,Mean angle at swing - rhindlimb - knee (°),-1.0937392490128275,-0.253965952767987,away_from_healthy
Mean angle at swing - rhindlimb - knee std,4.037844539304787,0.8697310393088861,3.279932991778902,1.1928509329295542,10,10,0.5749936009622697,n.s.,Levene,Mean angle at swing - rhindlimb - knee std,1.3416780633938608,0.709040946480077,towards_healthy
Mean angle at swing - rhindlimb - lHindfingers (°),118.79228329022139,5.841806481131994,129.134956106603,4.395320565832624,10,10,0.00034040501321319454,***,Circular,Mean angle at swing - rhindlimb - lHindfingers (°),-1.6292911058982753,-0.2036927926172791,away_from_healthy
Mean angle at swing - rhindlimb - lHindfingers std,5.834679827164926,1.332023085239775,5.131625438408041,2.515989571469273,10,10,0.11033578051466618,n.s.,Levene,Mean angle at swing - rhindlimb - lHindfingers std,0.48918088871230747,0.1580478257439635,towards_healthy
Mean angle at swing - rhindlimb - lHindpaw (°),138.6715342896723,4.66043143798497,137.8359427765168,3.3687502995554826,10,10,0.6248516313665498,n.s.,Circular,Mean angle at swing - rhindlimb - lHindpaw (°),-2.5303124620144217,-0.7149972109872554,away_from_healthy
Mean angle at swing - rhindlimb - lHindpaw std,4.092824546569245,3.133471669809653,2.7307436142462267,1.3277727047160328,10,10,0.047121920388451845,*,Levene,Mean angle at swing - rhindlimb - lHindpaw std,-0.24788818085461584,-0.12424475091388121,away_from_healthy
Mean angle at swing - spine - base (°),31.652861353240915,3.9999183312781468,30.83825305121733,3.7573663796707146,10,10,0.6292674720061644,n.s.,Circular,Mean angle at swing - spine - base (°),-0.9886590209729675,-0.2821607316328555,away_from_healthy
Mean angle at swing - spine - base std,4.537592731372975,2.0280642056771048,2.5503605546419847,0.7742301893966824,10,10,0.05492954140982193,n.s.,Levene,Mean angle at swing - spine - base std,-0.5766352762928828,-0.3379205376698323,away_from_healthy
Mean angle at swing - spine - head (°),43.068119105817,2.0539223387395813,40.79569760907968,1.571252655907612,10,10,0.012607404803385134,*,Circular,Mean angle at swing - spine - head (°),0.4676469207902443,0.17120950545769353,towards_healthy
Mean angle at swing - spine - head std,3.4315390397456964,1.9000280671408878,2.9207669787487793,1.5936797236511144,10,10,0.6351757560193877,n.s.,Levene,Mean angle at swing - spine - head std,0.016415908443704996,0.008634937534449594,towards_healthy
Mean angle at swing - spine - spine 1 (°),151.98173709546745,4.74912091204683,154.9975568961628,2.9736628842441255,10,10,0.1046432363637156,n.s.,Circular,Mean angle at swing - spine - spine 1 (°),-0.431187143572771,-0.15190187688775972,away_from_healthy
Mean angle at swing - spine - spine 1 std,6.024764157393874,2.5001695915056237,3.511478468249913,1.6230052302545013,10,10,0.1859409230739524,n.s.,Levene,Mean angle at swing - spine - spine 1 std,-0.8472912066399712,-0.3479155591207861,away_from_healthy
Mean angle at swing - spine - spine 2 (°),174.18869211495314,2.674363158649275,175.65145474395848,2.2896376450731033,10,10,0.20542852234729478,n.s.,Circular,Mean angle at swing - spine - spine 2 (°),0.25046338287432945,0.09739090177994499,towards_healthy
