Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean angle at peak - rforelimb - wrist (°),131.91599811887994,8.63260298622634,127.2474468041853,6.431462605220449,10,10,0.1669009806697181,n.s.,Circular,Mean angle at peak - rforelimb - wrist (°),2.8175212902262956,0.37014132000770644,towards_healthy
Mean angle at peak - rforelimb - wrist std,13.166189393358295,4.606585785653031,5.4217611598809565,1.8446528887467109,10,10,0.008739512891965983,**,Levene,Mean angle at peak - rforelimb - wrist std,0.36901561063139177,0.10516856069794978,towards_healthy
Mean angle at peak - rhindlimb - ankle (°),66.5994165669234,11.359201080515163,57.59153650970078,4.681319498608371,10,10,0.025629986022269163,*,Circular,Mean angle at peak - rhindlimb - ankle (°),-0.9266799005764739,-0.10666787590471495,away_from_healthy
Mean angle at peak - rhindlimb - ankle std,9.22077846081415,7.698180980803863,7.2475086297267834,3.0142397969330523,10,10,0.03491704236452375,*,Levene,Mean angle at peak - rhindlimb - ankle std,-3.0763305983599096,-0.5262429211468941,away_from_healthy
Mean angle at peak - rhindlimb - hip (°),90.2658284752213,6.879341856805403,93.13950916241052,9.616237780941878,10,10,0.14892050890512804,n.s.,Circular,Mean angle at peak - rhindlimb - hip (°),-3.09940585398779,-0.3707182282841494,away_from_healthy
Mean angle at peak - rhindlimb - hip std,8.553627158718077,4.695895477443358,7.425007487009864,4.497448256926489,10,10,0.7115848685077049,n.s.,Levene,Mean angle at peak - rhindlimb - hip std,0.11982944545468399,0.026062669070997517,towards_healthy
Mean angle at peak - rhindlimb - knee (°),90.00962856711584,1.9663431570316812,86.60866466342812,2.722588588171181,10,10,0.005417518449604543,**,Circular,Mean angle at peak - rhindlimb - knee (°),-0.8889758715818061,-0.37434306164442327,away_from_healthy
Mean angle at peak - rhindlimb - knee std,2.7510764226383237,1.6451335099358317,2.1171727119188155,1.0653066477292743,10,10,0.323852874874492,n.s.,Levene,Mean angle at peak - rhindlimb - knee std,-0.4649275812748723,-0.33547394212140963,away_from_healthy
Mean angle at peak - rhindlimb - lHindfingers (°),125.3398971857243,19.767259271473296,144.20726158119902,13.470873254347923,10,10,0.011938011923023578,*,Circular,Mean angle at peak - rhindlimb - lHindfingers (°),-2.6987106967077636,-0.1595489679410808,away_from_healthy
Mean angle at peak - rhindlimb - lHindfingers std,15.989111949543048,8.13641994792496,11.486901439769477,8.187253098409222,10,10,0.5721822288570493,n.s.,Levene,Mean angle at peak - rhindlimb - lHindfingers std,-1.8462297440459086,-0.2262016381968972,away_from_healthy
Mean angle at peak - rhindlimb - lHindpaw (°),161.3296282777263,7.833547469533352,156.9134817000292,3.783987170546384,10,10,0.11997515010147762,n.s.,Circular,Mean angle at peak - rhindlimb - lHindpaw (°),0.8269828181525725,0.13443496660343313,towards_healthy
Mean angle at peak - rhindlimb - lHindpaw std,4.970563235207674,6.433787461378324,4.191588380003565,1.9112834684931082,10,10,0.5686316906885533,n.s.,Levene,Mean angle at peak - rhindlimb - lHindpaw std,-0.07834884257095531,-0.01650883591506252,away_from_healthy
Mean angle at peak - spine - base (°),28.300162162355612,3.382997028369693,27.169713439874464,3.42292645846601,10,10,0.46491367375726933,n.s.,Circular,Mean angle at peak - spine - base (°),0.34463726818174223,0.10127393814439277,towards_healthy
Mean angle at peak - spine - base std,3.261628091076625,1.4289127155524146,4.039569342756342,1.4192924400661189,10,10,0.833978615926357,n.s.,Levene,Mean angle at peak - spine - base std,0.7647951313814367,0.5370334839033255,towards_healthy
Mean angle at peak - spine - head (°),42.073076066509756,3.11161861921116,39.81514607343226,2.650574144621006,10,10,0.09233930393234342,n.s.,Circular,Mean angle at peak - spine - head (°),0.8714849025802138,0.3015201586979845,towards_healthy
Mean angle at peak - spine - head std,3.3866427048474166,2.132241032851467,3.6675658060813143,1.5272670577979197,10,10,0.3559333066307939,n.s.,Levene,Mean angle at peak - spine - head std,0.22111331924598465,0.11922500738775511,towards_healthy
Mean angle at peak - spine - spine 1 (°),151.24076914948125,2.6278210715666446,153.05782011186193,3.4538418903065105,10,10,0.20045100580267072,n.s.,Circular,Mean angle at peak - spine - spine 1 (°),0.020565811122878586,0.006701687441513316,towards_healthy
Mean angle at peak - spine - spine 1 std,4.483621914329982,2.9884294558573203,4.183646900439376,1.549262736583723,10,10,0.29741758742935753,n.s.,Levene,Mean angle at peak - spine - spine 1 std,-0.22371130636926662,-0.09398753011747926,away_from_healthy
Mean angle at peak - spine - spine 2 (°),175.76561331964626,1.3163618942832043,174.6135882537179,3.193246917210395,10,10,0.21602414670741898,n.s.,Circular,Mean angle at peak - spine - spine 2 (°),1.0808096790267143,0.44253808677753326,towards_healthy
Mean angle at peak - spine - spine 2 std,1.8448980576810237,1.0143931748845132,2.04862458974653,2.0289877767341387,10,10,0.4403383037846921,n.s.,Levene,Mean angle at peak - spine - spine 2 std,0.19026439736527467,0.11861693915824577,towards_healthy
Mean angle at peak - spine - spine 3 (°),154.63320875218838,4.265382144052858,157.55995926373004,3.4260901700738597,10,10,0.10796365354016967,n.s.,Circular,Mean angle at peak - spine - spine 3 (°),1.2487704832830957,0.3227994685091873,towards_healthy
Mean angle at peak - spine - spine 3 std,5.708373307208129,2.783332209304815,5.1335443967283,1.671821495629135,10,10,0.06899404618858035,n.s.,Levene,Mean angle at peak - spine - spine 3 std,-0.6855400658472037,-0.2985986723775285,away_from_healthy
Mean angle at peak - spine - spine 4 (°),165.7370403829585,2.1961278441647294,164.06240451463705,2.8611854354389403,10,10,0.13017357349188122,n.s.,Circular,Mean angle at peak - spine - spine 4 (°),-1.0786230725994699,-0.4229185596928847,away_from_healthy
Mean angle at peak - spine - spine 4 std,2.21951051785248,1.1789722001950933,2.406479761448857,0.726814085935518,10,10,0.3748403644398002,n.s.,Levene,Mean angle at peak - spine - spine 4 std,0.0812148399988164,0.0829276922976666,towards_healthy
Mean angle at peak - tail - base (°),6.156477754918971,2.7530720895916945,8.291923461490814,3.4198015016575414,10,10,0.1289530249736358,n.s.,Circular,Mean angle at peak - tail - base (°),1.5128835002929444,0.4873371363052336,towards_healthy
Mean angle at peak - tail - base std,2.5474470367093756,1.146588059849809,1.7724603071019724,1.0016351923875473,10,10,0.6538094005187234,n.s.,Levene,Mean angle at peak - tail - base std,0.5431845613262012,0.5045585609080367,towards_healthy
Mean angle at peak - tail - tail 1 (°),175.12219133517956,1.229301058799671,175.87044141694705,1.3209796438861126,10,10,0.20617453455324664,n.s.,Circular,Mean angle at peak - tail - tail 1 (°),0.07810357652019206,0.06121142592654338,towards_healthy
Mean angle at peak - tail - tail 1 std,1.8394943957613232,1.2661682763567728,1.0051036191380016,0.6279027747535209,10,10,0.41181185334639736,n.s.,Levene,Mean angle at peak - tail - tail 1 std,0.4873413779223681,0.4876530880401361,towards_healthy
Mean angle at peak - tail - tail 2 (°),168.56530147082378,4.159726226816443,168.45285338926377,2.995710983650208,10,10,0.9015236986059023,n.s.,Circular,Mean angle at peak - tail - tail 2 (°),-0.8003940964970013,-0.2208136778909687,away_from_healthy
Mean angle at peak - tail - tail 2 std,2.8859578549308273,1.3479393884633455,2.36850903947592,1.198878858621802,10,10,0.5574805857487403,n.s.,Levene,Mean angle at peak - tail - tail 2 std,-0.14353877241009805,-0.1125275062618612,away_from_healthy
Mean angle at peak - tail - tail 3 (°),169.96802099826667,4.772254207809888,170.8594920869141,4.089584281493879,10,10,0.60060539384227,n.s.,Circular,Mean angle at peak - tail - tail 3 (°),-1.3040224489579373,-0.2934312824059581,away_from_healthy
Mean angle at peak - tail - tail 3 std,3.4880191558661915,2.1096654836278983,1.4203827565779619,0.94565619162182,10,10,0.028993411250901654,*,Levene,Mean angle at peak - tail - tail 3 std,2.048078872108483,1.2528229077775206,towards_healthy
Mean angle at peak - tail - tail 4 (°),18.180584856138204,7.403513125777488,16.80963499623331,6.143731316636847,10,10,0.6112141766984905,n.s.,Circular,Mean angle at peak - tail - tail 4 (°),-1.9524328810766,-0.28700234234787736,away_from_healthy
Mean angle at peak - tail - tail 4 std,4.9703429301984485,3.4291322773027604,4.550468408478007,2.5495330312638966,10,10,0.5738338571615282,n.s.,Levene,Mean angle at peak - tail - tail 4 std,-0.6837912631542018,-0.22630766097498387,away_from_healthy
Mean angle at stance - rforelimb - elbow (°),131.24989649638917,3.4279662278199896,124.75953523892015,5.944400626303209,10,10,0.007074902025261358,**,Circular,Mean angle at stance - rforelimb - elbow (°),4.583989501911006,0.9447323507540307,towards_healthy
Mean angle at stance - rforelimb - elbow std,3.6393268851910108,1.6621207825225053,4.278075071284857,2.3955322385357674,10,10,0.289106910823782,n.s.,Levene,Mean angle at stance - rforelimb - elbow std,-0.6506554754302982,-0.3155916135654044,away_from_healthy
Mean angle at stance - rforelimb - lForepaw (°),86.39776435525454,20.57448080685611,63.86661551432992,8.260154162061239,10,10,0.00762144217616997,**,Circular,Mean angle at stance - rforelimb - lForepaw (°),4.42384769825135,0.2821863447481246,towards_healthy
Mean angle at stance - rforelimb - lForepaw std,19.560936337415193,9.05649340969178,15.054498654821055,7.7229274050018,10,10,0.2677491464486668,n.s.,Levene,Mean angle at stance - rforelimb - lForepaw std,-7.303335338109845,-0.8677746904973328,away_from_healthy
Mean angle at stance - rforelimb - shoulder (°),35.3374855814721,2.960084451279364,37.2288987098281,2.660291081320177,10,10,0.14814712761967158,n.s.,Circular,Mean angle at stance - rforelimb - shoulder (°),1.0537961456311464,0.3744590369695844,towards_healthy
Mean angle at stance - rforelimb - shoulder std,2.906893686472073,2.896301558138767,4.532275387986874,1.1786915429461853,10,10,0.2935140462694067,n.s.,Levene,Mean angle at stance - rforelimb - shoulder std,1.5182048829608847,0.686630528189372,towards_healthy
Mean angle at stance - rforelimb - wrist (°),146.93472778728258,8.033040973924699,143.74038025426583,7.636013771910367,10,10,0.3817261664958065,n.s.,Circular,Mean angle at stance - rforelimb - wrist (°),0.6074819330165724,0.07751418653926073,towards_healthy
Mean angle at stance - rforelimb - wrist std,9.986430191416808,7.477964479405621,7.4449608054182566,5.011812966443645,10,10,0.497745435312953,n.s.,Levene,Mean angle at stance - rforelimb - wrist std,0.3707286978841333,0.058240655156593685,towards_healthy
Mean angle at stance - rhindlimb - ankle (°),66.03911325692896,3.9459631371490627,67.3862189732968,2.770913194459279,10,10,0.3571906111428387,n.s.,Circular,Mean angle at stance - rhindlimb - ankle (°),0.9604078241010114,0.2816906452373033,towards_healthy
Mean angle at stance - rhindlimb - ankle std,5.642121999592311,3.3714555858614608,2.118176115468173,2.286852384209218,10,10,0.08330692874670802,n.s.,Levene,Mean angle at stance - rhindlimb - ankle std,0.10452016944108156,0.03628340779376922,towards_healthy
Mean angle at stance - rhindlimb - hip (°),127.84330566795431,3.251372505594325,123.81843769889872,2.1824463825871594,10,10,0.004289307267275584,**,Circular,Mean angle at stance - rhindlimb - hip (°),2.0523202719191715,0.7411828951656116,towards_healthy
Mean angle at stance - rhindlimb - hip std,3.462347983988849,1.9292025716302366,2.0487903159755403,1.0898494254474773,10,10,0.1618980080765013,n.s.,Levene,Mean angle at stance - rhindlimb - hip std,0.850329358233056,0.5427244247925213,towards_healthy
Mean angle at stance - rhindlimb - knee (°),91.31225481888076,1.8604699231671769,92.78378899126558,2.3470659110983227,10,10,0.08952405496471265,n.s.,Circular,Mean angle at stance - rhindlimb - knee (°),0.2900004688054736,0.1369354397979077,towards_healthy
Mean angle at stance - rhindlimb - knee std,1.974594161718466,1.2058420787467692,1.4345173048206452,0.8122256052720381,10,10,0.3804934112074678,n.s.,Levene,Mean angle at stance - rhindlimb - knee std,0.12418368724489914,0.12079560700341307,towards_healthy
Mean angle at stance - rhindlimb - lHindfingers (°),176.57425654828202,1.006401466968385,174.0593899740756,1.2986490060346436,10,10,0.0001526644932580517,***,Circular,Mean angle at stance - rhindlimb - lHindfingers (°),0.31569741930849204,0.27174263679606064,towards_healthy
Mean angle at stance - rhindlimb - lHindfingers std,1.07971940165802,0.7058461085367874,1.091054687305032,0.7090567677665033,10,10,0.7759152908914273,n.s.,Levene,Mean angle at stance - rhindlimb - lHindfingers std,-0.07316479351186311,-0.10341996806969835,away_from_healthy
Mean angle at stance - rhindlimb - lHindpaw (°),151.8327432463604,3.5414454270721576,145.97801333915783,3.589909689499369,10,10,0.0017695458277735337,**,Circular,Mean angle at stance - rhindlimb - lHindpaw (°),5.2770125582632375,1.4799124759138995,towards_healthy
Mean angle at stance - rhindlimb - lHindpaw std,5.661737557809966,1.5945264048983683,3.9853740919473766,2.4003180229805654,10,10,0.934025284840238,n.s.,Levene,Mean angle at stance - rhindlimb - lHindpaw std,-0.22983685875314563,-0.11279502142689343,away_from_healthy
Mean angle at stance - spine - base (°),31.181006223153776,3.035146383746672,31.788490858406846,3.311480065210109,10,10,0.6660992213812251,n.s.,Circular,Mean angle at stance - spine - base (°),-3.526121727380051,-1.110128088463243,away_from_healthy
Mean angle at stance - spine - base std,4.637207107529493,2.024683030631104,3.950911526980878,1.6564384263424488,10,10,0.7864105753064017,n.s.,Levene,Mean angle at stance - spine - base std,-0.11570707429608484,-0.06255291121791777,away_from_healthy
Mean angle at stance - spine - head (°),42.01184573563681,3.5038473292547723,41.08076727060116,3.047096491492374,10,10,0.5202900890278184,n.s.,Circular,Mean angle at stance - spine - head (°),0.5269786337311331,0.16049668661205402,towards_healthy
Mean angle at stance - spine - head std,3.2987087495376697,2.032514332687013,3.3782606016416024,1.6636041507322612,10,10,0.5951013837776302,n.s.,Levene,Mean angle at stance - spine - head std,-0.3213027223248943,-0.17299995286134828,away_from_healthy
Mean angle at stance - spine - spine 1 (°),152.9482655337873,2.6540853029209686,155.41583193870522,3.8255562382172865,10,10,0.11176804286230765,n.s.,Circular,Mean angle at stance - spine - spine 1 (°),-1.2026163026833956,-0.3652766977089065,away_from_healthy
Mean angle at stance - spine - spine 1 std,4.36858041855416,2.230255009901534,4.85692920270675,1.806062457183151,10,10,0.9466463065895581,n.s.,Levene,Mean angle at stance - spine - spine 1 std,0.45612871579224024,0.22477443044931064,towards_healthy
Mean angle at stance - spine - spine 2 (°),174.133246151965,1.871141237749464,173.44749100465089,3.947007960994434,10,10,0.41071156900969874,n.s.,Circular,Mean angle at stance - spine - spine 2 (°),-0.43352432601642477,-0.14035853076271473,away_from_healthy
