Feature,Mean Healthy Left B,SD Healthy Left B,Mean Sick Left C,SD Sick Left C,Number of samples in Healthy Left B,Number of samples in Sick Left C,p-value Healthy Left B vs Sick Left C,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean step jerk Y at touchdown - shoulder (m/s^3),-54.726632213816245,269.13620272662274,-120.82808490938805,126.83220203556466,10,10,0.07566157214388704,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - shoulder (m/s^3),-62.934391348932834,-0.29914421377106193,away_from_healthy
Mean step jerk Y at touchdown - shoulder std,196.3733662897269,200.88811914363765,186.70327206558534,92.3856711661396,10,10,0.595333669915137,n.s.,Levene,Mean step jerk Y at touchdown - shoulder std,3.5275410198134125,0.022561706750028866,towards_healthy
Mean step jerk Y at touchdown - spine 1 (m/s^3),-59.78222929730633,273.2397717724149,77.55458791170305,157.7987023855991,10,10,0.27303633975118835,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 1 (m/s^3),111.01360088689992,0.4975627551592047,towards_healthy
Mean step jerk Y at touchdown - spine 1 std,228.6818515251151,256.1379334803733,118.46494275927623,68.87385480652095,10,10,0.43165010450620445,n.s.,Levene,Mean step jerk Y at touchdown - spine 1 std,71.07031216829796,0.3789399573368153,towards_healthy
Mean step jerk Y at touchdown - spine 2 (m/s^3),-111.51223701135373,330.393876906721,21.62470681880436,194.62104880225849,10,10,0.6231762238821174,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 2 (m/s^3),115.55559495751368,0.42617892558766146,towards_healthy
Mean step jerk Y at touchdown - spine 2 std,431.3135963275474,343.74954479617577,199.54807808212178,93.25945344189304,10,10,0.13584139743563486,n.s.,Levene,Mean step jerk Y at touchdown - spine 2 std,68.37448841286374,0.271484409068734,towards_healthy
Mean step jerk Y at touchdown - spine 3 (m/s^3),-123.74659465403685,342.2937018060321,101.80224200700356,174.7018828911166,10,10,0.10410988966022681,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 3 (m/s^3),129.83660687869462,0.4777964224949811,towards_healthy
Mean step jerk Y at touchdown - spine 3 std,314.3024406461739,330.10984581100126,143.6574635569745,66.04198189896397,10,10,0.18598512389028066,n.s.,Levene,Mean step jerk Y at touchdown - spine 3 std,110.7811769976851,0.46537254856479127,towards_healthy
Mean step jerk Y at touchdown - spine 4 (m/s^3),-118.83471339022796,342.81481875942126,-11.49170926950165,116.86091328429148,10,10,0.4273553138978077,n.s.,Mann-Whitney U,Mean step jerk Y at touchdown - spine 4 (m/s^3),41.27652475242758,0.16117097652536427,towards_healthy
Mean step jerk Y at touchdown - spine 4 std,214.3187203283946,312.61522013734236,104.8152491124908,41.41841467768925,10,10,0.17978758699500375,n.s.,Levene,Mean step jerk Y at touchdown - spine 4 std,85.6123831573506,0.38393951673781185,towards_healthy
Mean step jerk Y at touchdown - wrist (m/s^3),-46.924045210026506,335.56043713735056,103.59361011549831,100.88277359014084,10,10,0.20250814811191317,n.s.,T-test,Mean step jerk Y at touchdown - wrist (m/s^3),43.430105666586854,0.1752852438695406,towards_healthy
Mean step jerk Y at touchdown - wrist std,223.3911646435767,156.5360747692703,233.5516878636898,108.83918143823081,10,10,0.05465365933025488,n.s.,Levene,Mean step jerk Y at touchdown - wrist std,-64.5429089759896,-0.4787560245146835,away_from_healthy
Mean step jerk Y during stance - ankle (m/s^3),-36.208741547902484,28.42897385830465,-22.31246159518584,15.404902962544403,10,10,0.19582937938822098,n.s.,T-test,Mean step jerk Y during stance - ankle (m/s^3),-8.479530783494138,-0.370869524152609,away_from_healthy
Mean step jerk Y during stance - ankle std,22.566766237480163,11.40912672133667,19.856443411676782,8.356176517782636,10,10,0.25474397259892856,n.s.,Levene,Mean step jerk Y during stance - ankle std,-3.149059953939666,-0.31491083046186696,away_from_healthy
Mean step jerk Y during stance - base (m/s^3),10.864875438202757,23.578528192708745,0.9988111168676582,25.51376500986049,10,10,0.38107861741502613,n.s.,T-test,Mean step jerk Y during stance - base (m/s^3),-6.3087073580528426,-0.25681470116743604,away_from_healthy
Mean step jerk Y during stance - base std,28.244739557908296,18.84700605469051,20.9057195759317,14.11835004531682,10,10,0.1390145102569123,n.s.,Levene,Mean step jerk Y during stance - base std,-0.26849503290312526,-0.016124483602450012,away_from_healthy
Mean step jerk Y during stance - elbow (m/s^3),39.32433830099915,24.27519403155722,43.556898769194945,20.65662546668482,10,10,0.6796440412013744,n.s.,T-test,Mean step jerk Y during stance - elbow (m/s^3),3.227583451285483,0.1432021826915336,towards_healthy
Mean step jerk Y during stance - elbow std,32.54946184296141,15.711980289411983,25.66855477125399,13.646640651394678,10,10,0.6437959264800931,n.s.,Levene,Mean step jerk Y during stance - elbow std,-2.2146110655096116,-0.15049421732426257,away_from_healthy
Mean step jerk Y during stance - head (m/s^3),3.0205788195848635,11.688997276185587,-0.24383391924058487,11.110331840757757,10,10,0.5301827102029968,n.s.,T-test,Mean step jerk Y during stance - head (m/s^3),-0.5478372013440076,-0.04804183748996091,away_from_healthy
Mean step jerk Y during stance - head std,19.042688226792684,13.396125334069863,16.1412915895471,7.561229730670572,10,10,0.320144449677386,n.s.,Levene,Mean step jerk Y during stance - head std,-1.2970993153834787,-0.11924902113641281,away_from_healthy
Mean step jerk Y during stance - hip (m/s^3),25.453404314296222,23.086554631779972,5.312878838126833,17.37932115426427,10,10,0.10410988966022681,n.s.,Mann-Whitney U,Mean step jerk Y during stance - hip (m/s^3),6.487649039232917,0.3175055756385641,towards_healthy
Mean step jerk Y during stance - hip std,22.496088925015886,18.06067283998396,13.4905641945622,9.576986010563445,10,10,0.0634293191531477,n.s.,Levene,Mean step jerk Y during stance - hip std,7.9479620276852785,0.5498334848419391,towards_healthy
Mean step jerk Y during stance - knee (m/s^3),47.70616099370986,30.443067864041378,22.984629353191558,15.95468767853886,10,10,0.03970845901873142,*,T-test,Mean step jerk Y during stance - knee (m/s^3),-4.004632818552587,-0.16477511937954312,away_from_healthy
Mean step jerk Y during stance - knee std,32.38423730353545,23.969155178194693,21.690819312099777,10.601680492406778,10,10,0.13539211478347804,n.s.,Levene,Mean step jerk Y during stance - knee std,-3.052161764855306,-0.1646913236228573,away_from_healthy
Mean step jerk Y during stance - lForepaw (m/s^3),-9.254059588567625,22.476314621937494,-3.0290121274402737,17.25279516854492,10,10,0.496669899893756,n.s.,T-test,Mean step jerk Y during stance - lForepaw (m/s^3),-11.905224072079074,-0.5942060653602281,away_from_healthy
Mean step jerk Y during stance - lForepaw std,28.990210143012575,25.67105657208069,21.298352180046695,10.102471331218329,10,10,0.04954860901425513,*,Levene,Mean step jerk Y during stance - lForepaw std,-5.233283295713843,-0.26827420590501594,away_from_healthy
Mean step jerk Y during stance - lHindfingers (m/s^3),0.4435526162640091,23.611259702102803,-20.63404270999218,25.631634908396258,10,10,0.21229383619233155,n.s.,Mann-Whitney U,Mean step jerk Y during stance - lHindfingers (m/s^3),18.488973992976558,0.7502983714608893,towards_healthy
Mean step jerk Y during stance - lHindfingers std,24.01023755143759,11.574592132547739,15.533723009453443,9.711308755667021,10,10,0.33502237851975725,n.s.,Levene,Mean step jerk Y during stance - lHindfingers std,1.4074170258421503,0.13173561394096872,towards_healthy
Mean step jerk Y during stance - lHindpaw (m/s^3),-33.69843638062048,21.39155026631305,-34.39116687849413,30.06658020040641,10,10,0.47267559351158717,n.s.,Mann-Whitney U,Mean step jerk Y during stance - lHindpaw (m/s^3),-22.491575396817773,-0.86200636883834,away_from_healthy
Mean step jerk Y during stance - lHindpaw std,30.002468358033884,15.945729360619397,21.003820588674607,17.81162961552194,10,10,0.9658938483566741,n.s.,Levene,Mean step jerk Y during stance - lHindpaw std,-7.748257881564765,-0.4583562768298345,away_from_healthy
Mean step jerk Y during stance - shoulder (m/s^3),5.759628408728595,23.59717362114117,6.52904922559148,10.681671150928079,10,10,0.5205228832757727,n.s.,Mann-Whitney U,Mean step jerk Y during stance - shoulder (m/s^3),-12.392491356570131,-0.6766073818789059,away_from_healthy
Mean step jerk Y during stance - shoulder std,23.60024495522458,24.585762181778012,11.957588151569357,7.453467008568109,10,10,0.05563019607308715,n.s.,Levene,Mean step jerk Y during stance - shoulder std,5.74397967126972,0.31619235128642736,towards_healthy
Mean step jerk Y during stance - spine 1 (m/s^3),15.558612281137334,32.33878314064465,4.588153602965565,12.938821136506988,10,10,0.7913367801006604,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 1 (m/s^3),5.937987223733865,0.24109392550549097,towards_healthy
Mean step jerk Y during stance - spine 1 std,27.820451225907835,30.29182765646717,12.605331162427314,8.285331195309004,10,10,0.11722672466745841,n.s.,Levene,Mean step jerk Y during stance - spine 1 std,9.608286938761461,0.432682487245434,towards_healthy
Mean step jerk Y during stance - spine 2 (m/s^3),17.214157615541602,32.37569380338119,14.806358661728964,27.152060798783662,10,10,0.5205228832757727,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 2 (m/s^3),-3.834580123076499,-0.12834017358869848,away_from_healthy
Mean step jerk Y during stance - spine 2 std,34.6394658659462,37.01565214147301,18.889222026859652,9.960166690154058,10,10,0.28187452274708247,n.s.,Levene,Mean step jerk Y during stance - spine 2 std,12.59592273930489,0.46470824018755336,towards_healthy
Mean step jerk Y during stance - spine 3 (m/s^3),31.24462600060196,33.111600379524,17.967893447286293,15.373721992813076,10,10,0.3447042220069576,n.s.,Mann-Whitney U,Mean step jerk Y during stance - spine 3 (m/s^3),7.971533450543038,0.3088061068802654,towards_healthy
Mean step jerk Y during stance - spine 3 std,26.746400593648808,34.24575802006359,15.193985818782172,10.03604450032608,10,10,0.2942419079837634,n.s.,Levene,Mean step jerk Y during stance - spine 3 std,10.763715658994974,0.42655863744603895,towards_healthy
Mean step jerk Y during stance - spine 4 (m/s^3),20.586104132601683,26.297323949691517,9.135757841411927,22.75412044179136,10,10,0.31182810694069185,n.s.,T-test,Mean step jerk Y during stance - spine 4 (m/s^3),7.551773203904954,0.3071121835525658,towards_healthy
Mean step jerk Y during stance - spine 4 std,28.4035027680798,24.610718496587943,17.143362034310893,9.485274126559625,10,10,0.16555435718174405,n.s.,Levene,Mean step jerk Y during stance - spine 4 std,7.1480009788006384,0.383267279042753,towards_healthy
Mean step jerk Y during stance - wrist (m/s^3),20.33572515251861,27.466535713688607,26.861130349673925,15.101525495387294,10,10,0.5210119665278967,n.s.,T-test,Mean step jerk Y during stance - wrist (m/s^3),1.7108571705162845,0.07719156432515968,towards_healthy
Mean step jerk Y during stance - wrist std,32.4785083235846,15.271737861817677,27.04656544788739,13.144419958718434,10,10,0.48025628339464377,n.s.,Levene,Mean step jerk Y during stance - wrist std,-6.356086323370654,-0.4461088408922897,away_from_healthy
Mean step jerk Y during swing - ankle (m/s^3),39.39955143726305,21.448889205384813,23.827883093342482,14.161626670805049,10,10,0.07390238224732681,n.s.,T-test,Mean step jerk Y during swing - ankle (m/s^3),-13.776058924951737,-0.7579988771975378,away_from_healthy
Mean step jerk Y during swing - ankle std,20.96477605791444,15.544432501380909,18.585691121512404,6.261098871030335,10,10,0.24191528819218094,n.s.,Levene,Mean step jerk Y during swing - ankle std,-3.208988655683516,-0.2708076052826493,away_from_healthy
Mean step jerk Y during swing - base (m/s^3),-5.310054678190722,20.70977129295422,0.2901792040089582,27.830911492070427,10,10,0.6164148295320465,n.s.,T-test,Mean step jerk Y during swing - base (m/s^3),-11.833382798521995,-0.4824020192586651,away_from_healthy
Mean step jerk Y during swing - base std,25.327387622961492,15.769752111552624,19.49519871831678,12.336717315866498,10,10,0.6374507112382732,n.s.,Levene,Mean step jerk Y during swing - base std,-5.3861349376224705,-0.38043915472827994,away_from_healthy
Mean step jerk Y during swing - elbow (m/s^3),-35.44307991449381,18.12290801372539,-38.568028326699256,19.1148839508964,10,10,0.7119357042418255,n.s.,T-test,Mean step jerk Y during swing - elbow (m/s^3),-5.531872806101926,-0.29700531399940683,away_from_healthy
Mean step jerk Y during swing - elbow std,29.705548466837495,13.649649224046954,24.35275238252108,11.80383527029483,10,10,0.5498255109525099,n.s.,Levene,Mean step jerk Y during swing - elbow std,-9.81463158031263,-0.7691620093931022,away_from_healthy
Mean step jerk Y during swing - head (m/s^3),-0.3281289929484396,11.939600102913875,-3.5214325766853163,12.375874740447601,10,10,0.10410988966022681,n.s.,Mann-Whitney U,Mean step jerk Y during swing - head (m/s^3),2.698623756491759,0.22193187686262714,towards_healthy
Mean step jerk Y during swing - head std,18.775842360795313,11.252209732752766,16.154442011446655,6.908296563520885,10,10,0.5711711961584919,n.s.,Levene,Mean step jerk Y during swing - head std,-0.7834905417782032,-0.08391782886147328,away_from_healthy
Mean step jerk Y during swing - hip (m/s^3),-20.078981624732876,11.020314101493287,-6.540414622284095,17.206561611971686,10,10,0.05315640200335028,n.s.,T-test,Mean step jerk Y during swing - hip (m/s^3),-0.8354703097616554,-0.05782437842123083,away_from_healthy
Mean step jerk Y during swing - hip std,16.54568618679925,10.24367785761592,12.2345084826399,5.424546483730064,10,10,0.25059268582436073,n.s.,Levene,Mean step jerk Y during swing - hip std,-2.441045246604647,-0.2978228578544789,away_from_healthy
Mean step jerk Y during swing - knee (m/s^3),-51.51992715065112,30.66343830502354,-28.499510236971986,16.648674333373492,10,10,0.055883301476968864,n.s.,T-test,Mean step jerk Y during swing - knee (m/s^3),-6.946857243356455,-0.28156735351413803,away_from_healthy
Mean step jerk Y during swing - knee std,30.173285342136314,14.295554234934793,17.76053990110939,9.994170233117101,10,10,0.07582617581510799,n.s.,Levene,Mean step jerk Y during swing - knee std,-3.278477299672728,-0.26581196090918596,away_from_healthy
Mean step jerk Y during swing - lForepaw (m/s^3),3.0014732910914574,26.94498118483179,-2.236847360922685,20.16870095156563,10,10,0.6290167693363193,n.s.,T-test,Mean step jerk Y during swing - lForepaw (m/s^3),-9.032091662428389,-0.3795116244922166,away_from_healthy
Mean step jerk Y during swing - lForepaw std,31.70606055981697,18.745671728930613,21.612438123711193,10.386097426289153,10,10,0.02895213292319987,*,Levene,Mean step jerk Y during swing - lForepaw std,-3.044820181350726,-0.20092872465840983,away_from_healthy
Mean step jerk Y during swing - lHindfingers (m/s^3),-20.94204842654349,28.121321416971714,7.328020273056379,23.352733562042243,10,10,0.025350795445539066,*,T-test,Mean step jerk Y during swing - lHindfingers (m/s^3),16.592636299549163,0.6419502022286003,towards_healthy
Mean step jerk Y during swing - lHindfingers std,31.994082376479533,16.801022428965325,19.91866117484033,10.805728616953315,10,10,0.16118265781398497,n.s.,Levene,Mean step jerk Y during swing - lHindfingers std,-3.0968937057444847,-0.21924722302381955,away_from_healthy
Mean step jerk Y during swing - lHindpaw (m/s^3),13.054031733665434,24.875570200566212,19.78863693734357,28.351427916654877,10,10,0.5794050640681705,n.s.,T-test,Mean step jerk Y during swing - lHindpaw (m/s^3),-12.125071370580718,-0.45463020611339716,away_from_healthy
Mean step jerk Y during swing - lHindpaw std,31.611374675823168,14.579650480931098,23.091182864680224,10.100812668194608,10,10,0.22804001604691182,n.s.,Levene,Mean step jerk Y during swing - lHindpaw std,-7.275546517378977,-0.5801046560282118,away_from_healthy
Mean step jerk Y during swing - shoulder (m/s^3),-0.21178349361965046,10.309364191786148,-2.9833444668549722,9.802446296707373,10,10,0.5455617702673698,n.s.,T-test,Mean step jerk Y during swing - shoulder (m/s^3),-5.375076019396881,-0.5343496515170479,away_from_healthy
Mean step jerk Y during swing - shoulder std,15.914793632267973,12.863303612728794,10.442815920740731,5.697616834472378,10,10,0.14094696294928186,n.s.,Levene,Mean step jerk Y during swing - shoulder std,0.053164811147061286,0.005344244197110503,towards_healthy
Mean step jerk Y during swing - spine 1 (m/s^3),-6.411101471040034,13.10471566490861,-3.8394837026892064,11.802579585409006,10,10,0.6503039163815889,n.s.,T-test,Mean step jerk Y during swing - spine 1 (m/s^3),-1.0359068667482654,-0.0830675607077265,away_from_healthy
Mean step jerk Y during swing - spine 1 std,19.43981524743854,9.875596316269094,12.409170418740484,7.355417451695398,10,10,0.24117707271984326,n.s.,Levene,Mean step jerk Y during swing - spine 1 std,-5.32107372486427,-0.6111141286916157,away_from_healthy
Mean step jerk Y during swing - spine 2 (m/s^3),-6.258581555584016,14.989676975898847,-13.469110172318508,25.29263881682156,10,10,0.45037393910588386,n.s.,T-test,Mean step jerk Y during swing - spine 2 (m/s^3),-1.5494894759135462,-0.0745322516048962,away_from_healthy
Mean step jerk Y during swing - spine 2 std,25.45768183396524,16.638438396212134,16.91308397912849,12.0964712099667,10,10,0.9957616476734944,n.s.,Levene,Mean step jerk Y during swing - spine 2 std,6.735988759580561,0.4630873245476026,towards_healthy
Mean step jerk Y during swing - spine 3 (m/s^3),-13.714731232537869,17.697113214192868,-19.51715748138524,18.41364086196137,10,10,0.4817108021737284,n.s.,T-test,Mean step jerk Y during swing - spine 3 (m/s^3),2.612516451824863,0.14466617295538367,towards_healthy
Mean step jerk Y during swing - spine 3 std,19.31242164908594,10.479795761414866,17.200512458192936,7.387370921126173,10,10,0.1660726632128834,n.s.,Levene,Mean step jerk Y during swing - spine 3 std,-3.5972425580743312,-0.39676618200543573,away_from_healthy
Mean step jerk Y during swing - spine 4 (m/s^3),-13.129043630245809,22.918178436119604,-6.707699199752005,21.963884760830556,10,10,0.5304463918905457,n.s.,T-test,Mean step jerk Y during swing - spine 4 (m/s^3),0.12076399389845704,0.005380176260092882,towards_healthy
Mean step jerk Y during swing - spine 4 std,22.79266236441601,6.794999539270368,11.962363614972553,7.504444326296599,10,10,0.8133143335979303,n.s.,Levene,Mean step jerk Y during swing - spine 4 std,-0.18399084002099286,-0.025702371742434775,away_from_healthy
Mean step jerk Y during swing - wrist (m/s^3),-17.50413769717645,29.052093609567947,-30.703229871669674,16.15894264617359,10,10,0.2297109888797659,n.s.,T-test,Mean step jerk Y during swing - wrist (m/s^3),5.071960397833482,0.21576603104824862,towards_healthy
Mean step jerk Y during swing - wrist std,35.70554855126181,14.298661437195111,25.890791128113637,11.520481184045419,10,10,0.3215059529115216,n.s.,Levene,Mean step jerk Y during swing - wrist std,-0.9593479599703691,-0.07388642041456828,away_from_healthy
Mean step length (m),0.06203585089202616,0.006270499730906717,0.058852320524885496,0.004694909953030644,10,10,0.21629339170613396,n.s.,T-test,Mean step length (m),-0.0015877807695265367,-0.2866540588470061,away_from_healthy
Mean step length std,0.006349563097486121,0.002279754107960617,0.00513156280426944,0.0028118565375886916,10,10,0.5940073262931078,n.s.,Levene,Mean step length std,-0.0012552004754195403,-0.4903759924781838,away_from_healthy
Mean step velocity X at peak - ankle (m/s),0.4597628838302742,0.09037664893670255,0.4401804134160295,0.06601072409024894,10,10,0.5874785321987399,n.s.,T-test,Mean step velocity X at peak - ankle (m/s),-0.03398121416526001,-0.4293968748308867,away_from_healthy
Mean step velocity X at peak - ankle std,0.1035218066163925,0.052561641653922686,0.07708891651607815,0.04739670181065988,10,10,0.93063462310813,n.s.,Levene,Mean step velocity X at peak - ankle std,-0.02766241172608029,-0.5527414086746021,away_from_healthy
Mean step velocity X at peak - base (m/s),0.24346312830603142,0.04764287171320035,0.2357227835380998,0.04432979432453857,10,10,0.7112412862469435,n.s.,T-test,Mean step velocity X at peak - base (m/s),-0.016506331857291917,-0.3587072888806425,away_from_healthy
Mean step velocity X at peak - base std,0.06641527231525093,0.02470798685204326,0.045620177821615183,0.024687130832997086,10,10,0.6935519029020467,n.s.,Levene,Mean step velocity X at peak - base std,-0.015069772783493522,-0.6101725088009013,away_from_healthy
Mean step velocity X at peak - elbow (m/s),0.1484396658311756,0.042834653019043115,0.14884207542890607,0.030535466658882415,10,10,0.9809948066624284,n.s.,T-test,Mean step velocity X at peak - elbow (m/s),-0.018459644304999634,-0.4962680407247281,away_from_healthy
Mean step velocity X at peak - elbow std,0.05311849490733861,0.025410474852089842,0.028499207558946547,0.01914870670504738,10,10,0.4118473867267385,n.s.,Levene,Mean step velocity X at peak - elbow std,-0.010141592193474318,-0.4507674383097933,away_from_healthy
Mean step velocity X at peak - head (m/s),0.255808777673539,0.0516883303602,0.23905028962793778,0.02966922275337641,10,10,0.3885567525604483,n.s.,T-test,Mean step velocity X at peak - head (m/s),-0.024889094972634224,-0.5905965540597344,away_from_healthy
Mean step velocity X at peak - head std,0.07197719463075766,0.029690543114973645,0.04394811709665524,0.022758778050595552,10,10,0.24701590288869477,n.s.,Levene,Mean step velocity X at peak - head std,-0.016871049630496814,-0.6377818413469621,away_from_healthy
Mean step velocity X at peak - hip (m/s),0.2755313563688962,0.05618109865979994,0.24698288098188423,0.04107579510180411,10,10,0.21243092512380288,n.s.,T-test,Mean step velocity X at peak - hip (m/s),-0.014168731352748487,-0.28791524573220095,away_from_healthy
Mean step velocity X at peak - hip std,0.07229879157837302,0.03218266325963337,0.04401992516143251,0.029626265719692447,10,10,0.6961537085739284,n.s.,Levene,Mean step velocity X at peak - hip std,-0.020148983288685682,-0.6514195292244656,away_from_healthy
Mean step velocity X at peak - knee (m/s),0.41857865046195136,0.07011802853774576,0.4152966172161843,0.05740993363540089,10,10,0.9101370570084071,n.s.,T-test,Mean step velocity X at peak - knee (m/s),-0.03247672549002484,-0.5068169950439122,away_from_healthy
Mean step velocity X at peak - knee std,0.08212388681455571,0.040420637531295774,0.06310866497833259,0.03546944821621485,10,10,0.6166908386007901,n.s.,Levene,Mean step velocity X at peak - knee std,-0.028641744904388096,-0.7532204569004813,away_from_healthy
Mean step velocity X at peak - lForepaw (m/s),0.0134623565515745,0.016774531859462545,0.00663735266100519,0.00701648686111321,10,10,0.25810117273219146,n.s.,T-test,Mean step velocity X at peak - lForepaw (m/s),0.001463525645743531,0.11382912481059368,towards_healthy
Mean step velocity X at peak - lForepaw std,0.01859158187289043,0.01208277020430677,0.01255059098213108,0.004759610750077914,10,10,0.0033023514891657078,**,Levene,Mean step velocity X at peak - lForepaw std,0.0055497789568998545,0.6043674653795851,towards_healthy
Mean step velocity X at peak - lHindfingers (m/s),0.707865236580233,0.10891991274288347,0.6992923384687174,0.06531416184885652,10,10,0.8338939317187795,n.s.,T-test,Mean step velocity X at peak - lHindfingers (m/s),-0.051143965177853024,-0.5695070628037112,away_from_healthy
Mean step velocity X at peak - lHindfingers std,0.09792312340787587,0.050304926649934786,0.11898320219740202,0.042995435881678395,10,10,0.4095844068367347,n.s.,Levene,Mean step velocity X at peak - lHindfingers std,0.0018145807782331685,0.0387787899685081,towards_healthy
Mean step velocity X at peak - lHindpaw (m/s),0.6493804062114915,0.10983156056279733,0.6175061147331805,0.06746796309945494,10,10,0.6775849579524755,n.s.,Mann-Whitney U,Mean step velocity X at peak - lHindpaw (m/s),-0.05015882881788769,-0.5503177855784721,away_from_healthy
Mean step velocity X at peak - lHindpaw std,0.10627184111105933,0.045769178331675396,0.09585259964606148,0.05013010474653389,10,10,0.8942724633483088,n.s.,Levene,Mean step velocity X at peak - lHindpaw std,-0.03118011507714101,-0.6495966500202753,away_from_healthy
Mean step velocity X at peak - shoulder (m/s),0.23080685838187048,0.04933905874035877,0.2211805699003398,0.03062686871131648,10,10,0.6077830246417005,n.s.,T-test,Mean step velocity X at peak - shoulder (m/s),-0.027080752034547045,-0.6594920110518159,away_from_healthy
Mean step velocity X at peak - shoulder std,0.07207849054174242,0.03189635061539283,0.04392717658023474,0.02183332399773348,10,10,0.30684317765441843,n.s.,Levene,Mean step velocity X at peak - shoulder std,-0.020243248112490606,-0.7406440631475214,away_from_healthy
Mean step velocity X at peak - spine 1 (m/s),0.24972746734895784,0.048659749956355206,0.23839052681280531,0.034917901474406585,10,10,0.5576618190546677,n.s.,T-test,Mean step velocity X at peak - spine 1 (m/s),-0.03212769009283867,-0.7586246115739235,away_from_healthy
Mean step velocity X at peak - spine 1 std,0.07819392032207163,0.03071373318601435,0.05143315490944178,0.023131754807620006,10,10,0.3175056424204313,n.s.,Levene,Mean step velocity X at peak - spine 1 std,-0.0193304943262205,-0.7109847634958408,away_from_healthy
Mean step velocity X at peak - spine 2 (m/s),0.25325636297827153,0.054435048565539025,0.23321831411737354,0.03203053315881716,10,10,0.332109643072776,n.s.,T-test,Mean step velocity X at peak - spine 2 (m/s),-0.02645551903065657,-0.5923688501840828,away_from_healthy
Mean step velocity X at peak - spine 2 std,0.07135917303426444,0.03500950914715924,0.04386012423363756,0.028750532372446937,10,10,0.4389806716701071,n.s.,Levene,Mean step velocity X at peak - spine 2 std,-0.016240943446427056,-0.5070025972535883,away_from_healthy
Mean step velocity X at peak - spine 3 (m/s),0.2484539616685307,0.05794991220450452,0.22899310935734526,0.03437859096949008,10,10,0.37586609122386594,n.s.,T-test,Mean step velocity X at peak - spine 3 (m/s),-0.020763662372625086,-0.4357999850925509,away_from_healthy
Mean step velocity X at peak - spine 3 std,0.08121890288752127,0.037459368537808214,0.04525321439760955,0.028479529350216606,10,10,0.23431921684982188,n.s.,Levene,Mean step velocity X at peak - spine 3 std,-0.019859291747664647,-0.5968452089581784,away_from_healthy
Mean step velocity X at peak - spine 4 (m/s),0.2592881825844015,0.0558655219881948,0.23599371605840447,0.04019073472566293,10,10,0.300000673706608,n.s.,T-test,Mean step velocity X at peak - spine 4 (m/s),-0.02932967556343949,-0.6027051042679047,away_from_healthy
Mean step velocity X at peak - spine 4 std,0.07332714019682075,0.030741372964757513,0.044777236656313876,0.027572810931764714,10,10,0.7071479457787102,n.s.,Levene,Mean step velocity X at peak - spine 4 std,-0.01767706077079842,-0.60537667870363,away_from_healthy
Mean step velocity X at peak - wrist (m/s),0.012165259321005812,0.016467599005720982,0.01929393134480878,0.0244446684196954,10,10,0.4556608489476408,n.s.,T-test,Mean step velocity X at peak - wrist (m/s),-0.0009451466303343689,-0.04534959056623187,away_from_healthy
Mean step velocity X at peak - wrist std,0.018397708210852074,0.013617932422461173,0.01473636032884841,0.007480083984998673,10,10,0.17951999159509477,n.s.,Levene,Mean step velocity X at peak - wrist std,0.0013640806525884765,0.12416141349457788,towards_healthy
Mean step velocity X at stance - ankle (m/s),0.11401214041582683,0.05826322848005727,0.06944552029113134,0.025121598259247948,10,10,0.06402210128302689,n.s.,Mann-Whitney U,Mean step velocity X at stance - ankle (m/s),-0.01539677759894053,-0.3431817716760801,away_from_healthy
Mean step velocity X at stance - ankle std,0.0518694581690783,0.034232548949487955,0.022666860394128418,0.010057316040595036,10,10,0.19687281962343675,n.s.,Levene,Mean step velocity X at stance - ankle std,0.0038889863172208057,0.15414672744321825,towards_healthy
Mean step velocity X at stance - base (m/s),0.26397065280873794,0.052975447984926614,0.24570431815369537,0.029667535488743003,10,10,0.3574061421692397,n.s.,T-test,Mean step velocity X at stance - base (m/s),-0.019160916501008485,-0.4462935174404712,away_from_healthy
Mean step velocity X at stance - base std,0.06772328706025245,0.02596991565163662,0.03777366619389913,0.023044746707088254,10,10,0.2601968758965014,n.s.,Levene,Mean step velocity X at stance - base std,0.000506141495284558,0.020615975912054024,towards_healthy
Mean step velocity X at stance - elbow (m/s),0.35693851421744494,0.11425898709502952,0.35027665171985084,0.050634758223804206,10,10,0.8688558774197059,n.s.,T-test,Mean step velocity X at stance - elbow (m/s),-0.04774426219101596,-0.5402684951060733,away_from_healthy
Mean step velocity X at stance - elbow std,0.07828206142649854,0.03933649208565887,0.05563360574720975,0.0444169601980389,10,10,0.5739021881388549,n.s.,Levene,Mean step velocity X at stance - elbow std,-0.019981657662342202,-0.4762787894316738,away_from_healthy
Mean step velocity X at stance - head (m/s),0.26482539521804943,0.06427188440248655,0.2536325141891559,0.028289350892053585,10,10,0.6230948688663547,n.s.,T-test,Mean step velocity X at stance - head (m/s),-0.02008940481862098,-0.40458279559352694,away_from_healthy
